pl_name,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim
GJ 180 d,0,2.660,,,0,0.237,,,0,7.56000,1.07000,-1.07000,0,0.02379,0.00337,-0.00337,0
GJ 2030 b,0,2.030,,,0,0.181,,,0,4.76743,0.63566,-0.63566,0,0.01500,0.00200,-0.00200,0
GJ 2030 c,0,12.300,,,0,1.100,,,0,4069.15709,742.12933,-678.88148,0,12.80300,2.33500,-2.13600,0
GJ 2056 b,0,4.170,,,0,0.372,,,0,16.20000,3.60000,-3.60000,0,0.05097,0.01133,-0.01133,0
GJ 229 A c,0,2.870,,,0,0.256,,,0,8.58137,0.63566,-0.63566,0,0.02700,0.00200,-0.00200,0
GJ 229 b,0,3.970,,,0,0.354,,,0,14.93794,0.95349,-1.27131,0,0.04700,0.00300,-0.00400,0
GJ 238 b,0,0.566,0.014,-0.014,0,0.050,0.001,-0.001,0,0.12600,,,0,0.00040,,,0
GJ 251 b,0,1.830,,,0,0.163,,,0,4.00000,0.40000,-0.40000,0,0.01259,0.00126,-0.00126,0
GJ 27.1 b,0,3.660,,,0,0.327,,,0,13.00000,4.10000,-6.60000,0,0.04090,0.01290,-0.02077,0
GJ 273 b,0,1.510,,,0,0.135,,,0,2.89000,0.27000,-0.26000,0,0.00909,0.00085,-0.00082,0
GJ 273 c,0,1.060,,,0,0.094,,,0,1.18000,0.16000,-0.16000,0,0.00371,0.00050,-0.00050,0
GJ 3021 b,0,13.100,,,0,1.170,,,0,1071.04000,28.60000,-28.60000,0,3.37000,0.09000,-0.09000,0
GJ 3082 b,0,2.790,,,0,0.249,,,0,8.20000,1.70000,-1.70000,0,0.02580,0.00535,-0.00535,0
GJ 3090 b,0,2.130,0.110,-0.110,0,0.190,0.010,-0.010,0,3.34000,0.72000,-0.72000,0,0.01051,0.00227,-0.00227,0
GJ 3138 b,0,1.180,,,0,0.106,,,0,1.78000,0.34000,-0.33000,0,0.00560,0.00107,-0.00104,0
GJ 3138 c,0,1.880,,,0,0.167,,,0,4.18000,0.61000,-0.59000,0,0.01315,0.00192,-0.00186,0
GJ 3138 d,0,3.230,,,0,0.288,,,0,10.50000,2.30000,-2.10000,0,0.03304,0.00724,-0.00661,0
GJ 317 b,0,13.300,,,0,1.180,,,0,794.50000,222.50000,-127.10000,0,2.50000,0.70000,-0.40000,0
GJ 317 c,0,13.500,,,0,1.200,,,0,522.50000,19.10000,-19.10000,0,1.64396,0.06010,-0.06010,0
GJ 3222 b,0,3.400,,,0,0.303,,,0,11.44182,3.49611,-1.90697,0,0.03600,0.01100,-0.00600,0
GJ 328 b,0,13.300,,,0,1.180,,,0,797.74930,73.10053,-73.10053,0,2.51000,0.23000,-0.23000,0
GJ 328 c,0,4.910,,,0,0.438,,,0,21.40000,3.40000,-3.20000,0,0.06733,0.01070,-0.01007,0
GJ 3293 b,0,5.190,,,0,0.463,,,0,23.54000,0.88000,-0.89000,0,0.07406,0.00277,-0.00280,0
GJ 3293 c,0,4.870,,,0,0.434,,,0,21.09000,1.24000,-1.26000,0,0.06636,0.00390,-0.00396,0
GJ 3293 d,0,2.670,,,0,0.238,,,0,7.60000,1.05000,-1.05000,0,0.02391,0.00330,-0.00330,0
GJ 3293 e,0,1.630,,,0,0.145,,,0,3.28000,0.64000,-0.64000,0,0.01032,0.00201,-0.00201,0
GJ 3323 b,0,1.230,,,0,0.109,,,0,2.02000,0.26000,-0.25000,0,0.00636,0.00082,-0.00079,0
GJ 3323 c,0,1.320,,,0,0.118,,,0,2.31000,0.50000,-0.49000,0,0.00727,0.00157,-0.00154,0
GJ 3341 b,0,2.460,,,0,0.219,,,0,6.60000,0.10000,-0.10000,0,0.02080,0.00030,-0.00030,0
GJ 338 B b,0,3.250,,,0,0.290,,,0,10.60000,1.20000,-1.20000,0,0.03335,0.00378,-0.00378,0
GJ 3470 b,0,4.570,0.180,-0.180,0,0.408,0.016,-0.016,0,13.90000,1.50000,-1.50000,0,0.04373,0.00472,-0.00472,0
GJ 3473 b,0,1.264,0.050,-0.049,0,0.113,0.004,-0.004,0,1.86000,0.30000,-0.30000,0,0.00585,0.00094,-0.00094,0
GJ 3473 c,0,2.630,,,0,0.235,,,0,7.41000,0.91000,-0.86000,0,0.02331,0.00286,-0.00271,0
GJ 3512 b,0,14.300,,,0,1.270,,,0,146.20107,6.35657,-3.17828,0,0.46000,0.02000,-0.01000,0
GJ 3512 c,0,9.320,,,0,0.832,,,0,63.56568,3.17828,-3.17828,0,0.20000,0.01000,-0.01000,0
GJ 357 b,0,1.200,0.060,-0.060,0,0.107,0.005,-0.005,0,1.84000,0.31000,-0.31000,0,0.00579,0.00098,-0.00098,0
GJ 357 c,0,1.660,,,0,0.148,,,0,3.40000,0.46000,-0.46000,0,0.01070,0.00145,-0.00145,0
GJ 357 d,0,2.340,,,0,0.209,,,0,6.10000,1.00000,-1.00000,0,0.01919,0.00315,-0.00315,0
GJ 3634 b,0,2.830,,,0,0.253,,,0,8.40000,4.00000,-1.50000,0,0.02600,0.01300,-0.00500,0
GJ 367 b,0,0.699,0.024,-0.024,0,0.062,0.002,-0.002,0,0.63300,0.05000,-0.05000,0,0.00199,0.00016,-0.00016,0
GJ 367 c,0,1.860,,,0,0.166,,,0,4.13000,0.36000,-0.36000,0,0.01299,0.00113,-0.00113,0
GJ 367 d,0,2.330,,,0,0.208,,,0,6.03000,0.49000,-0.49000,0,0.01897,0.00154,-0.00154,0
GJ 3779 b,0,2.750,,,0,0.245,,,0,8.00000,0.50000,-0.50000,0,0.02517,0.00157,-0.00157,0
GJ 3929 b,0,1.090,0.040,-0.040,0,0.097,0.004,-0.004,0,1.75000,0.44000,-0.45000,0,0.00551,0.00138,-0.00142,0
GJ 3929 c,0,2.260,,,0,0.201,,,0,5.71000,0.94000,-0.94000,0,0.01797,0.00296,-0.00296,0
GJ 393 b,0,1.170,,,0,0.104,,,0,1.71000,0.24000,-0.24000,0,0.00538,0.00076,-0.00076,0
GJ 3942 b,0,2.570,,,0,0.229,,,0,7.14000,0.59000,-0.59000,0,0.02246,0.00186,-0.00186,0
GJ 3988 b,0,1.740,,,0,0.156,,,0,3.69000,0.42000,-0.41000,0,0.01161,0.00132,-0.00129,0
GJ 3998 b,0,1.380,,,0,0.123,,,0,2.47000,0.27000,-0.27000,0,0.00777,0.00085,-0.00085,0
GJ 3998 c,0,2.380,,,0,0.212,,,0,6.26000,0.79000,-0.76000,0,0.01970,0.00249,-0.00239,0
GJ 411 b,0,1.450,,,0,0.129,,,0,2.69000,0.19000,-0.18000,0,0.00846,0.00060,-0.00057,0
GJ 414 A b,0,2.630,1.220,-0.850,0,0.235,0.109,-0.076,0,7.60000,2.44000,-2.19000,0,0.02391,0.00768,-0.00689,0
GJ 414 A c,0,8.400,3.600,-2.500,0,0.749,0.321,-0.223,0,53.83000,9.18000,-8.58000,0,0.16937,0.02888,-0.02700,0
GJ 422 b,0,3.330,,,0,0.297,,,0,11.07000,1.12000,-1.12000,0,0.03483,0.00352,-0.00352,0
GJ 4276 b,0,4.220,,,0,0.377,,,0,16.57000,0.94000,-0.95000,0,0.05213,0.00296,-0.00299,0
GJ 433 b,0,2.330,,,0,0.208,,,0,6.04300,0.59700,-0.59700,0,0.01901,0.00188,-0.00188,0
GJ 433 c,0,6.270,,,0,0.560,,,0,32.42200,6.32900,-6.32900,0,0.10201,0.01991,-0.01991,0
GJ 433 d,0,2.140,,,0,0.191,,,0,5.22300,0.92100,-0.92100,0,0.01643,0.00290,-0.00290,0
GJ 436 b,0,4.170,0.168,-0.168,0,0.372,0.015,-0.015,0,22.10000,2.30000,-2.30000,0,0.07000,0.00700,-0.00700,0
GJ 463 b,0,13.000,,,0,1.160,,,0,1144.18227,127.13136,-127.13136,0,3.60000,0.40000,-0.40000,0
GJ 480 b,0,3.690,,,0,0.330,,,0,13.20000,1.70000,-1.70000,0,0.04153,0.00535,-0.00535,0
GJ 486 b,0,1.289,0.019,-0.014,0,0.115,0.002,-0.001,0,2.77000,0.07600,-0.07300,0,0.00872,0.00024,-0.00023,0
GJ 504 b,0,13.000,,,0,1.160,,,0,1271.30000,1430.20000,-317.80000,0,4.00000,4.50000,-1.00000,0
GJ 514 b,0,2.130,,,0,0.190,,,0,5.20000,0.90000,-0.90000,0,0.01636,0.00283,-0.00283,0
GJ 536 b,0,2.170,,,0,0.194,,,0,5.36000,0.69000,-0.62000,0,0.01686,0.00217,-0.00195,0
GJ 581 b,0,4.110,,,0,0.366,,,0,15.80000,0.30000,-0.30000,0,0.04970,0.00090,-0.00090,0
GJ 581 c,0,2.210,,,0,0.197,,,0,5.50000,0.30000,-0.30000,0,0.01730,0.00090,-0.00090,0
GJ 581 e,0,1.170,,,0,0.104,,,0,1.70000,0.20000,-0.20000,0,0.00530,0.00060,-0.00060,0
GJ 625 b,0,1.490,,,0,0.133,,,0,2.82000,0.51000,-0.51000,0,0.00887,0.00160,-0.00160,0
GJ 649 b,0,10.800,,,0,0.966,,,0,81.99973,7.31005,-6.99222,0,0.25800,0.02300,-0.02200,0
GJ 667 C b,0,2.250,,,0,0.201,,,0,5.68000,0.23000,-0.23000,0,0.01789,0.00075,-0.00075,0
GJ 667 C c,0,1.770,,,0,0.158,,,0,3.80000,1.50000,-1.20000,0,0.01200,0.00500,-0.00400,0
GJ 674 b,0,3.330,,,0,0.297,,,0,11.09000,,,0,0.03500,,,0
GJ 676 A b,0,12.800,,,0,1.140,,,0,1840.86213,149.06152,-151.60415,0,5.79200,0.46900,-0.47700,0
GJ 676 A c,0,12.300,,,0,1.100,,,0,4288.14087,332.44851,-358.19261,0,13.49200,1.04600,-1.12700,0
GJ 676 A d,0,1.780,,,0,0.159,,,0,3.81394,0.31783,-0.31783,0,0.01200,0.00100,-0.00100,0
GJ 676 A e,0,2.470,,,0,0.221,,,0,6.67440,0.63566,-0.63566,0,0.02100,0.00200,-0.00200,0
GJ 680 b,0,12.000,,,0,1.070,,,0,7977.49302,1957.18733,-3543.46891,0,25.10000,6.15800,-11.14900,0
GJ 682 b,0,1.930,,,0,0.173,,,0,4.40000,3.70000,-2.40000,0,0.01384,0.01164,-0.00755,0
GJ 682 c,0,2.890,,,0,0.258,,,0,8.70000,5.80000,-4.60000,0,0.02737,0.01825,-0.01447,0
GJ 685 b,0,2.950,,,0,0.263,,,0,9.00000,1.70000,-1.80000,0,0.02832,0.00535,-0.00566,0
GJ 687 b,0,4.320,,,0,0.385,,,0,17.20000,1.00000,-1.00000,0,0.05412,0.00315,-0.00315,0
GJ 687 c,0,4.140,,,0,0.369,,,0,16.00000,4.10000,-4.10000,0,0.05034,0.01290,-0.01290,0
GJ 720 A b,0,3.770,,,0,0.336,,,0,13.64000,0.78000,-0.79000,0,0.04292,0.00245,-0.00249,0
GJ 724 b,0,3.270,,,0,0.292,,,0,10.75000,0.96000,-0.87000,0,0.03382,0.00302,-0.00274,0
GJ 740 b,0,1.530,,,0,0.137,,,0,2.96000,0.50000,-0.48000,0,0.00931,0.00157,-0.00151,0
GJ 806 b,0,1.331,0.023,-0.023,0,0.119,0.002,-0.002,0,1.90000,0.17000,-0.17000,0,0.00598,0.00053,-0.00053,0
GJ 806 c,0,2.280,,,0,0.203,,,0,5.80000,0.30000,-0.30000,0,0.01825,0.00094,-0.00094,0
GJ 832 b,0,13.800,,,0,1.230,,,0,314.65012,28.60456,-25.42627,0,0.99000,0.09000,-0.08000,0
GJ 849 b,0,13.900,,,0,1.240,,,0,283.82077,29.87587,-30.82936,0,0.89300,0.09400,-0.09700,0
GJ 849 c,0,13.800,,,0,1.230,,,0,314.65012,34.96112,-34.96112,0,0.99000,0.11000,-0.11000,0
GJ 86 b,0,12.900,,,0,1.150,,,0,1404.80860,63.56600,-63.56600,0,4.42000,0.20000,-0.20000,0
GJ 876 b,0,13.300,,,0,1.190,,,0,723.22350,1.43020,-1.43020,0,2.27560,0.00450,-0.00450,0
GJ 876 c,0,14.000,,,0,1.250,,,0,226.98460,1.23950,-1.23950,0,0.71420,0.00390,-0.00390,0
GJ 876 d,0,2.510,,,0,0.224,,,0,6.83000,0.40000,-0.40000,0,0.02100,0.00100,-0.00100,0
GJ 876 e,0,3.920,,,0,0.350,,,0,14.60000,1.70000,-1.70000,0,0.04600,0.00500,-0.00500,0
GJ 887 b,0,1.880,,,0,0.168,,,0,4.20000,0.60000,-0.60000,0,0.01321,0.00189,-0.00189,0
GJ 887 c,0,2.670,,,0,0.238,,,0,7.60000,1.20000,-1.20000,0,0.02391,0.00378,-0.00378,0
GJ 896 A b,0,13.300,,,0,1.190,,,0,718.29220,181.16219,-181.16219,0,2.26000,0.57000,-0.57000,0
GJ 900 b,0,12.400,,,0,1.110,,,0,3496.11248,,,0,11.00000,,,0
GJ 9066 c,0,9.600,,,0,0.856,,,0,66.74397,6.35657,-6.35657,0,0.21000,0.02000,-0.02000,0
GJ 9404 b,0,3.480,,,0,0.310,,,0,11.90000,1.90000,-1.90000,0,0.03744,0.00598,-0.00598,0
GJ 96 b,0,4.670,,,0,0.417,,,0,19.66000,2.42000,-2.30000,0,0.06186,0.00761,-0.00724,0
GJ 9689 b,0,3.070,,,0,0.274,,,0,9.65000,1.41000,-1.41000,0,0.03036,0.00444,-0.00444,0
GJ 9714 b,0,12.500,,,0,1.120,,,0,2988.54051,970.96578,-538.71915,0,9.40300,3.05500,-1.69500,0
GJ 9827 b,0,1.440,0.090,-0.070,0,0.128,0.008,-0.006,0,4.28000,0.35000,-0.33000,0,0.01347,0.00110,-0.00104,0
GJ 9827 c,0,1.130,0.070,-0.050,0,0.101,0.006,-0.004,0,1.86000,0.37000,-0.39000,0,0.00585,0.00116,-0.00123,0
GJ 9827 d,0,1.980,0.110,-0.100,0,0.177,0.010,-0.009,0,3.02000,0.58000,-0.57000,0,0.00950,0.00182,-0.00179,0
GPX-1 b,0,16.477,1.121,-1.121,0,1.470,0.100,-0.100,0,6261.21962,508.52545,-508.52545,0,19.70000,1.60000,-1.60000,0
GQ Lup b,0,33.600,5.600,-5.600,0,3.000,0.500,-0.500,0,6356.00000,,,0,20.00000,,,0
GSC 06214-00210 b,0,20.176,5.605,-5.605,0,1.800,0.500,-0.500,0,5000.00000,300.00000,-300.00000,0,16.00000,1.00000,-1.00000,0
GU Psc b,0,14.179,1.289,-1.289,0,1.265,0.115,-0.115,0,3591.30000,540.30000,-540.30000,0,11.30000,1.70000,-1.70000,0
Gaia-1 b,0,13.776,0.235,-0.235,0,1.229,0.021,-0.021,0,533.95172,34.96112,-34.96112,0,1.68000,0.11000,-0.11000,0
Gaia-2 b,0,14.818,0.146,-0.146,0,1.322,0.013,-0.013,0,259.66581,14.93794,-14.93794,0,0.81700,0.04700,-0.04700,0
Gaia22dkvL b,0,14.100,,,0,1.260,,,0,187.83659,48.30992,-16.52708,0,0.59100,0.15200,-0.05200,0
Gl 378 b,0,3.660,,,0,0.327,,,0,13.02000,2.03000,-2.01000,0,0.04097,0.00639,-0.00632,0
Gl 49 b,0,2.240,,,0,0.200,,,0,5.63000,0.67000,-0.68000,0,0.01771,0.00211,-0.00214,0
Gl 686 b,0,2.460,,,0,0.220,,,0,6.62400,0.43200,-0.43200,0,0.02084,0.00136,-0.00136,0
Gliese 12 b,0,0.958,0.046,-0.048,0,0.085,0.004,-0.004,0,3.87000,,,1,0.01218,,,1
HAT-P-1 b,0,14.785,0.213,-0.213,0,1.319,0.019,-0.019,0,166.86075,6.03877,-6.03877,0,0.52500,0.01900,-0.01900,0
HAT-P-11 b,0,4.901,0.065,-0.065,0,0.447,0.006,-0.006,0,25.00000,1.50000,-1.50000,0,0.07870,0.00480,-0.00480,0
HAT-P-11 c,0,13.300,,,0,1.190,,,0,731.00900,222.48100,-158.91500,0,2.30000,0.70000,-0.50000,0
HAT-P-12 b,0,10.749,0.325,-0.235,0,0.959,0.029,-0.021,0,67.05900,3.81400,-3.81400,0,0.21100,0.01200,-0.01200,0
HAT-P-13 b,0,14.258,0.729,-0.729,0,1.272,0.065,-0.065,0,270.46200,12.07700,-12.07700,0,0.85100,0.03800,-0.03800,0
HAT-P-13 c,0,12.300,,,0,1.100,,,0,4538.42100,88.98900,-88.98900,0,14.28000,0.28000,-0.28000,0
HAT-P-14 b,0,15.917,1.345,-1.345,0,1.420,0.120,-0.120,0,1093.33520,200.23290,-200.23290,0,3.44000,0.63000,-0.63000,0
HAT-P-15 b,0,11.882,0.785,-0.785,0,1.060,0.070,-0.070,0,616.59020,95.34900,-95.34900,0,1.94000,0.30000,-0.30000,0
HAT-P-16 b,0,14.448,0.740,-0.740,0,1.289,0.066,-0.066,0,1332.60500,29.87500,-29.87500,0,4.19300,0.09400,-0.09400,0
HAT-P-17 b,0,11.769,0.448,-0.448,0,1.050,0.040,-0.040,0,184.34140,19.06980,-19.06980,0,0.58000,0.06000,-0.06000,0
HAT-P-17 c,0,13.100,,,0,1.170,,,0,1080.60000,349.60000,-222.50000,0,3.40000,1.10000,-0.70000,0
HAT-P-18 b,0,11.153,0.583,-0.583,0,0.995,0.052,-0.052,0,62.61000,4.13200,-4.13200,0,0.19700,0.01300,-0.01300,0
HAT-P-19 b,0,11.299,0.157,-0.146,0,1.008,0.014,-0.013,0,88.03847,5.40308,-5.08525,0,0.27700,0.01700,-0.01600,0
HAT-P-2 b,0,10.660,0.437,-0.594,0,0.951,0.039,-0.053,0,2866.81223,31.78284,-31.78284,0,9.02000,0.10000,-0.10000,0
HAT-P-2 c,0,12.400,,,0,1.110,,,0,3400.76395,1652.70772,-699.22250,0,10.70000,5.20000,-2.20000,0
HAT-P-20 b,0,9.718,0.370,-0.370,0,0.867,0.033,-0.033,0,2302.89900,59.43200,-59.43200,0,7.24600,0.18700,-0.18700,0
HAT-P-21 b,0,12.442,1.793,-1.793,0,1.110,0.160,-0.160,0,1547.83210,498.99310,-498.99310,0,4.87000,1.57000,-1.57000,0
HAT-P-22 b,0,12.890,2.130,-2.130,0,1.150,0.190,-0.190,0,785.04010,101.70560,-101.70560,0,2.47000,0.32000,-0.32000,0
HAT-P-23 b,0,15.334,1.009,-1.009,0,1.368,0.090,-0.090,0,664.23700,35.27800,-35.27800,0,2.09000,0.11100,-0.11100,0
HAT-P-24 b,0,14.572,2.354,-2.354,0,1.300,0.210,-0.210,0,238.37250,79.45750,-79.45750,0,0.75000,0.25000,-0.25000,0
HAT-P-25 b,0,12.722,0.538,-0.538,0,1.135,0.048,-0.048,0,180.84527,7.31009,-6.99226,0,0.56900,0.02300,-0.02200,0
HAT-P-26 b,0,7.062,0.448,-0.448,0,0.630,0.040,-0.040,0,22.24810,6.35660,-6.35660,0,0.07000,0.02000,-0.02000,0
HAT-P-27 b,0,11.430,0.780,-0.670,0,1.020,0.070,-0.060,0,197.05000,9.53000,-9.53000,0,0.62000,0.03000,-0.03000,0
HAT-P-28 b,0,13.585,1.267,-0.919,0,1.212,0.113,-0.082,0,198.95300,11.75900,-11.75900,0,0.62600,0.03700,-0.03700,0
HAT-P-29 b,0,13.115,1.457,-1.457,0,1.170,0.130,-0.130,0,279.69040,79.45750,-79.45750,0,0.88000,0.25000,-0.25000,0
HAT-P-3 b,0,10.536,0.785,-0.785,0,0.940,0.070,-0.070,0,206.58950,34.96130,-34.96130,0,0.65000,0.11000,-0.11000,0
HAT-P-30 b,0,16.141,1.681,-1.681,0,1.440,0.150,-0.150,0,263.79890,57.20940,-57.20940,0,0.83000,0.18000,-0.18000,0
HAT-P-31 b,0,12.218,1.681,-1.681,0,1.090,0.150,-0.150,0,721.47410,266.97720,-266.97720,0,2.27000,0.84000,-0.84000,0
HAT-P-32 b,0,22.194,0.504,-0.504,0,1.980,0.045,-0.045,0,216.12440,34.96130,-31.78300,0,0.68000,0.11000,-0.10000,0
HAT-P-33 b,0,20.737,5.492,-5.492,0,1.850,0.490,-0.490,0,292.40360,158.91500,-158.91500,0,0.92000,0.50000,-0.50000,0
HAT-P-34 b,0,13.417,1.457,-1.031,0,1.197,0.130,-0.092,0,1058.37390,66.74430,-63.56600,0,3.33000,0.21000,-0.20000,0
HAT-P-35 b,0,14.930,1.098,-1.098,0,1.332,0.098,-0.098,0,335.62848,10.48839,-10.48839,0,1.05600,0.03300,-0.03300,0
HAT-P-36 b,0,14.314,0.224,-0.224,0,1.277,0.020,-0.020,0,587.41341,27.65121,-27.65121,0,1.84820,0.08700,-0.08700,0
HAT-P-37 b,0,13.204,0.863,-0.863,0,1.178,0.077,-0.077,0,371.52800,32.73500,-32.73500,0,1.16900,0.10300,-0.10300,0
HAT-P-38 b,0,9.247,1.031,-0.706,0,0.825,0.092,-0.063,0,84.85700,6.35600,-6.35600,0,0.26700,0.02000,-0.02000,0
HAT-P-39 b,0,17.609,1.211,-0.908,0,1.571,0.108,-0.081,0,190.37200,31.46400,-31.46400,0,0.59900,0.09900,-0.09900,0
HAT-P-4 b,0,14.280,0.549,-0.673,0,1.274,0.049,-0.060,0,213.25500,10.48800,-13.98400,0,0.67100,0.03300,-0.04400,0
HAT-P-40 b,0,17.038,1.906,-1.906,0,1.520,0.170,-0.170,0,152.55840,41.31790,-41.31790,0,0.48000,0.13000,-0.13000,0
HAT-P-41 b,0,22.978,5.605,-5.605,0,2.050,0.500,-0.500,0,378.21770,190.69800,-190.69800,0,1.19000,0.60000,-0.60000,0
HAT-P-42 b,0,14.348,1.715,-1.715,0,1.280,0.153,-0.153,0,331.80100,26.37900,-26.37900,0,1.04400,0.08300,-0.08300,0
HAT-P-43 b,0,13.630,0.640,-0.630,0,1.216,0.057,-0.056,0,210.39500,19.06900,-19.06900,0,0.66200,0.06000,-0.06000,0
HAT-P-44 b,0,13.922,1.188,-0.572,0,1.242,0.106,-0.051,0,111.87100,9.21700,-9.21700,0,0.35200,0.02900,-0.02900,0
HAT-P-44 c,0,13.000,,,0,1.160,,,0,1271.30000,444.90000,-254.30000,0,4.00000,1.40000,-0.80000,0
HAT-P-45 b,0,15.984,1.962,-0.975,0,1.426,0.175,-0.087,0,283.49200,43.54100,-31.46400,0,0.89200,0.13700,-0.09900,0
HAT-P-46 b,0,14.392,3.038,-1.491,0,1.284,0.271,-0.133,0,156.68400,26.06100,-16.52600,0,0.49300,0.08200,-0.05200,0
HAT-P-49 b,0,17.822,2.018,-2.018,0,1.590,0.180,-0.180,0,699.22600,187.51970,-187.51970,0,2.20000,0.59000,-0.59000,0
HAT-P-5 b,0,13.563,1.121,-1.121,0,1.210,0.100,-0.100,0,311.47340,63.56600,-63.56600,0,0.98000,0.20000,-0.20000,0
HAT-P-50 b,0,14.437,0.717,-0.717,0,1.288,0.064,-0.064,0,429.07050,23.20159,-23.20159,0,1.35000,0.07300,-0.07300,0
HAT-P-51 b,0,13.507,0.191,-0.179,0,1.205,0.017,-0.016,0,97.57332,6.67440,-6.35657,0,0.30700,0.02100,-0.02000,0
HAT-P-52 b,0,11.310,0.807,-0.807,0,1.009,0.072,-0.072,0,259.98494,9.21707,-9.21707,0,0.81800,0.02900,-0.02900,0
HAT-P-53 b,0,14.773,1.020,-1.020,0,1.318,0.091,-0.091,0,471.65972,17.79848,-17.79848,0,1.48400,0.05600,-0.05600,0
HAT-P-54 b,0,10.581,0.314,-0.314,0,0.944,0.028,-0.028,0,241.55080,10.17056,-10.17056,0,0.76000,0.03200,-0.03200,0
HAT-P-55 b,0,14.841,0.258,-0.247,0,1.324,0.023,-0.022,0,189.42573,23.20147,-22.88365,0,0.59600,0.07300,-0.07200,0
HAT-P-56 b,0,16.926,1.233,-1.233,0,1.510,0.110,-0.110,0,734.18730,139.84520,-139.84520,0,2.31000,0.44000,-0.44000,0
HAT-P-57 b,0,19.504,4.035,-4.035,0,1.740,0.360,-0.360,0,448.14030,483.10160,-483.10160,0,1.41000,1.52000,-1.52000,0
HAT-P-58 b,0,14.930,0.482,-0.482,0,1.332,0.043,-0.043,0,118.23217,9.53485,-9.53485,0,0.37200,0.03000,-0.03000,0
HAT-P-59 b,0,12.588,0.146,-0.146,0,1.123,0.013,-0.013,0,489.45575,21.29450,-21.29450,0,1.54000,0.06700,-0.06700,0
HAT-P-6 b,0,16.589,1.681,-1.681,0,1.480,0.150,-0.150,0,419.53560,95.34900,-95.34900,0,1.32000,0.30000,-0.30000,0
HAT-P-60 b,0,18.282,0.269,-0.269,0,1.631,0.024,-0.024,0,182.43351,12.07748,-12.07748,0,0.57400,0.03800,-0.03800,0
HAT-P-61 b,0,10.077,0.303,-0.303,0,0.899,0.027,-0.027,0,335.94463,22.24799,-22.24799,0,1.05700,0.07000,-0.07000,0
HAT-P-62 b,0,12.027,0.325,-0.325,0,1.073,0.029,-0.029,0,241.86742,27.96890,-27.96890,0,0.76100,0.08800,-0.08800,0
HAT-P-63 b,0,12.543,0.370,-0.370,0,1.119,0.033,-0.033,0,195.14664,7.62788,-7.62788,0,0.61400,0.02400,-0.02400,0
HAT-P-64 b,0,19.089,0.785,-0.785,0,1.703,0.070,-0.070,0,184.34048,57.20911,-41.31769,0,0.58000,0.18000,-0.13000,0
HAT-P-65 b,0,18.058,0.269,-0.269,0,1.611,0.024,-0.024,0,176.07694,29.24021,-28.92239,0,0.55400,0.09200,-0.09100,0
HAT-P-66 b,0,17.822,1.793,-1.121,0,1.590,0.160,-0.100,0,248.86089,18.11631,-18.11631,0,0.78300,0.05700,-0.05700,0
HAT-P-67 b,0,23.371,1.076,-0.796,0,2.085,0.096,-0.071,0,108.06220,79.45750,-60.38770,0,0.34000,0.25000,-0.19000,0
HAT-P-68 b,0,12.016,0.135,-0.135,0,1.072,0.012,-0.012,0,230.10892,13.66669,-13.66669,0,0.72400,0.04300,-0.04300,0
HAT-P-69 b,0,18.786,0.572,-0.370,0,1.676,0.051,-0.033,0,1137.83140,184.34140,-184.34140,0,3.58000,0.58000,-0.58000,0
HAT-P-7 b,0,16.926,2.354,-2.354,0,1.510,0.210,-0.210,0,584.80720,168.44990,-168.44990,0,1.84000,0.53000,-0.53000,0
HAT-P-70 b,0,20.961,1.681,-1.121,0,1.870,0.150,-0.100,0,2154.88740,,,0,6.78000,,,0
HAT-P-8 b,0,15.693,1.457,-1.457,0,1.400,0.130,-0.130,0,406.82240,85.81410,-85.81410,0,1.28000,0.27000,-0.27000,0
HAT-P-9 b,0,15.614,0.751,-0.729,0,1.393,0.067,-0.065,0,238.05467,20.34112,-20.02329,0,0.74900,0.06400,-0.06300,0
HATS-1 b,0,14.594,1.816,-1.098,0,1.302,0.162,-0.098,0,589.55000,83.26800,-62.29200,0,1.85500,0.26200,-0.19600,0
HATS-10 b,0,10.862,0.684,-0.504,0,0.969,0.061,-0.045,0,167.17858,25.74423,-25.74423,0,0.52600,0.08100,-0.08100,0
HATS-11 b,0,18.030,0.720,-0.720,0,1.609,0.064,-0.064,0,263.79890,31.78300,-31.78300,0,0.83000,0.10000,-0.10000,0
HATS-12 b,0,7.760,0.470,-0.470,0,0.692,0.042,-0.042,0,759.61370,27.65121,-27.65121,0,2.39000,0.08700,-0.08700,0
HATS-13 b,0,13.585,0.392,-0.392,0,1.212,0.035,-0.035,0,172.58169,22.88376,-22.88376,0,0.54300,0.07200,-0.07200,0
HATS-14 b,0,11.646,0.359,-0.247,0,1.039,0.032,-0.022,0,340.39593,22.24810,-22.24810,0,1.07100,0.07000,-0.07000,0
HATS-15 b,0,12.386,0.448,-0.448,0,1.105,0.040,-0.040,0,689.69110,47.67450,-47.67450,0,2.17000,0.15000,-0.15000,0
HATS-16 b,0,14.572,1.681,-1.681,0,1.300,0.150,-0.150,0,1039.30410,60.38770,-60.38770,0,3.27000,0.19000,-0.19000,0
