pl_name,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim
HD 25723 b,0,13.300,,,0,1.180,,,0,794.57102,44.49598,-54.03083,0,2.50000,0.14000,-0.17000,0
HD 25912 b,0,6.900,,,0,0.616,,,0,38.13941,4.13177,-4.13177,0,0.12000,0.01300,-0.01300,0
HD 25912 c,0,12.200,,,0,1.090,,,0,5252.75008,437.33189,-444.64194,0,16.52700,1.37600,-1.39900,0
HD 260655 b,0,1.240,0.023,-0.023,0,0.111,0.002,-0.002,0,2.14000,0.34000,-0.34000,0,0.00673,0.00107,-0.00107,0
HD 260655 c,0,1.533,0.051,-0.046,0,0.137,0.005,-0.004,0,3.09000,0.48000,-0.48000,0,0.00972,0.00151,-0.00151,0
HD 26161 b,0,11.900,,,0,1.060,,,0,9045.39646,6372.14173,-70.55791,0,28.46000,20.04900,-0.22200,0
HD 2638 b,0,14.300,,,0,1.280,,,0,133.48860,9.53490,-9.53490,0,0.42000,0.03000,-0.03000,0
HD 2685 b,0,16.141,0.560,-0.560,0,1.440,0.050,-0.050,0,371.86110,38.13960,-38.13960,0,1.17000,0.12000,-0.12000,0
HD 27442 b,0,13.500,,,0,1.210,,,0,495.80000,44.50000,-44.50000,0,1.56000,0.14000,-0.14000,0
HD 27631 b,0,13.500,,,0,1.210,,,0,495.81231,63.56568,-47.67426,0,1.56000,0.20000,-0.15000,0
HD 27894 b,0,14.100,,,0,1.260,,,0,196.73578,15.89142,-15.89142,0,0.61900,0.05000,-0.05000,0
HD 27894 c,0,8.240,,,0,0.735,,,0,51.48846,3.49613,-12.71320,0,0.16200,0.01100,-0.04000,0
HD 27894 d,0,12.700,,,0,1.130,,,0,2063.65985,313.69664,-112.19343,0,6.49300,0.98700,-0.35300,0
HD 27969 b,0,12.900,,,0,1.150,,,0,1525.57635,76.27882,-73.10053,0,4.80000,0.24000,-0.23000,0
HD 28109 b,0,2.199,0.098,-0.100,0,0.196,0.009,-0.009,0,18.49600,9.12000,-7.60900,0,0.05819,0.02869,-0.02394,0
HD 28109 c,0,4.230,0.110,-0.110,0,0.377,0.010,-0.010,0,7.94300,4.22700,-3.04600,0,0.02499,0.01330,-0.00958,0
HD 28109 d,0,3.250,0.110,-0.110,0,0.290,0.010,-0.010,0,5.68100,2.73800,-2.11000,0,0.01787,0.00861,-0.00664,0
HD 28185 b,0,12.800,,,0,1.140,,,0,1855.16441,154.46461,-162.09249,0,5.83700,0.48600,-0.51000,0
HD 28185 c,0,12.100,,,0,1.080,,,0,6241.83209,720.19917,-679.19931,0,19.63900,2.26600,-2.13700,0
HD 28192 b,0,12.200,,,0,1.080,,,0,99.79812,7.62788,-9.85268,0,0.31400,0.02400,-0.03100,0
HD 28254 b,0,13.000,,,0,1.160,,,0,1207.74795,953.48522,-699.22250,0,3.80000,3.00000,-2.20000,0
HD 284149 AB b,0,12.000,,,0,1.070,,,0,8352.53054,931.23723,-931.23723,0,26.28000,2.93000,-2.93000,0
HD 285507 b,0,13.800,,,0,1.230,,,0,311.47340,31.78300,-31.78300,0,0.98000,0.10000,-0.10000,0
HD 285968 b,0,2.830,,,0,0.253,,,0,8.40000,,,0,0.02600,,,0
HD 28678 b,0,13.500,,,0,1.210,,,0,490.09386,23.20159,-23.20159,0,1.54200,0.07300,-0.07300,0
HD 29021 b,0,12.900,,,0,1.150,,,0,1420.69298,212.94503,-206.58846,0,4.47000,0.67000,-0.65000,0
HD 290327 b,0,13.300,,,0,1.180,,,0,772.32690,133.48860,-133.48860,0,2.43000,0.42000,-0.42000,0
HD 29399 b,0,13.500,,,0,1.210,,,0,498.99060,34.96112,-34.96112,0,1.57000,0.11000,-0.11000,0
HD 2952 b,0,13.900,,,0,1.240,,,0,284.77425,42.27118,-39.72855,0,0.89600,0.13300,-0.12500,0
HD 29985 b,0,12.800,,,0,1.140,,,0,1739.47487,617.85842,-367.72747,0,5.47300,1.94400,-1.15700,0
HD 30177 b,0,12.600,,,0,1.120,,,0,2670.71210,394.42505,-155.41809,0,8.40300,1.24100,-0.48900,0
HD 30177 c,0,12.700,,,0,1.140,,,0,1954.64470,415.71956,-108.37949,0,6.15000,1.30800,-0.34100,0
HD 30562 b,0,13.600,,,0,1.210,,,0,467.20776,143.02278,-57.20911,0,1.47000,0.45000,-0.18000,0
HD 30669 b,0,14.300,,,0,1.270,,,0,149.37000,19.07000,-19.07000,0,0.47000,0.06000,-0.06000,0
HD 30856 b,0,13.500,,,0,1.210,,,0,491.68301,28.92253,-28.92253,0,1.54700,0.09100,-0.09100,0
HD 31253 b,0,14.100,,,0,1.260,,,0,197.05460,38.13960,-38.13960,0,0.62000,0.12000,-0.12000,0
HD 31527 b,0,3.220,,,0,0.288,,,0,10.47000,0.89000,-0.87000,0,0.03290,0.00280,-0.00280,0
HD 31527 c,0,3.850,,,0,0.343,,,0,14.16000,1.28000,-1.23000,0,0.04450,0.00400,-0.00390,0
HD 31527 d,0,3.460,,,0,0.309,,,0,11.82000,1.70000,-1.64000,0,0.03720,0.00530,-0.00520,0
HD 3167 b,0,1.670,0.170,-0.100,0,0.149,0.015,-0.009,0,4.97000,0.24000,-0.23000,0,0.01564,0.00076,-0.00072,0
HD 3167 c,0,3.000,0.450,-0.210,0,0.268,0.040,-0.019,0,11.13000,0.78000,-0.74000,0,0.03502,0.00245,-0.00233,0
HD 3167 d,0,1.920,,,0,0.171,,,0,4.33000,0.45000,-0.45000,0,0.01362,0.00142,-0.00142,0
HD 3167 e,0,2.830,,,0,0.253,,,0,8.41000,1.02000,-1.02000,0,0.02646,0.00321,-0.00321,0
HD 32518 b,0,13.200,,,0,1.180,,,0,905.49313,50.85255,-54.34866,0,2.84900,0.16000,-0.17100,0
HD 32963 b,0,13.400,,,0,1.190,,,0,657.90480,263.79758,-203.41018,0,2.07000,0.83000,-0.64000,0
HD 330075 b,0,14.300,,,0,1.270,,,0,152.55840,6.35660,-6.35660,0,0.48000,0.02000,-0.02000,0
HD 331093 b,0,13.600,,,0,1.210,,,0,476.74261,34.96112,-34.96112,0,1.50000,0.11000,-0.11000,0
HD 33142 b,0,13.700,,,0,1.220,,,0,400.46379,15.89142,-15.89142,0,1.26000,0.05000,-0.05000,0
HD 33142 c,0,13.900,,,0,1.240,,,0,282.86728,19.06970,-15.89142,0,0.89000,0.06000,-0.05000,0
HD 33142 d,0,9.320,,,0,0.832,,,0,63.56568,6.35657,-9.53485,0,0.20000,0.02000,-0.03000,0
HD 332231 b,0,9.073,0.187,-0.175,0,0.809,0.017,-0.016,0,74.10000,5.60000,-5.40000,0,0.23314,0.01762,-0.01699,0
HD 33283 b,0,12.500,,,0,1.120,,,0,104.56607,22.56593,-22.56593,0,0.32900,0.07100,-0.07100,0
HD 33564 b,0,12.500,,,0,1.120,,,0,2892.10000,,,0,9.10000,,,0
HD 33844 b,0,13.400,,,0,1.190,,,0,638.83830,98.52730,-98.52730,0,2.01000,0.31000,-0.31000,0
HD 33844 c,0,13.500,,,0,1.200,,,0,556.20250,57.20940,-57.20940,0,1.75000,0.18000,-0.18000,0
HD 34445 b,0,13.900,,,0,1.240,,,0,260.62060,28.60470,-28.60470,0,0.82000,0.09000,-0.09000,0
HD 34445 c,0,8.420,,,0,0.752,,,0,53.50000,5.00000,-5.00000,0,0.16800,0.01600,-0.01600,0
HD 34445 d,0,6.070,,,0,0.542,,,0,30.70000,3.90000,-3.90000,0,0.09700,0.13000,-0.13000,0
HD 34445 e,0,4.260,,,0,0.380,,,0,16.80000,2.90000,-2.90000,0,0.05290,0.00890,-0.00890,0
HD 34445 f,0,6.880,,,0,0.613,,,0,37.90000,6.50000,-6.50000,0,0.11900,0.02100,-0.02100,0
HD 34445 g,0,13.600,,,0,1.210,,,0,120.60000,38.90000,-38.90000,0,0.38000,0.13000,-0.13000,0
HD 35759 b,0,13.000,,,0,1.160,,,0,1195.04080,54.03110,-54.03110,0,3.76000,0.17000,-0.17000,0
HD 360 b,0,14.000,,,0,1.250,,,0,238.37131,38.13941,-47.67426,0,0.75000,0.12000,-0.15000,0
HD 36384 b,0,12.700,,,0,1.130,,,0,2097.66749,158.91420,-158.91420,0,6.60000,0.50000,-0.50000,0
HD 3651 b,0,10.100,,,0,0.899,,,0,72.46524,3.49613,-3.49613,0,0.22800,0.01100,-0.01100,0
HD 37124 b,0,14.000,,,0,1.250,,,0,214.53525,5.40311,-5.40311,0,0.67500,0.01700,-0.01700,0
HD 37124 c,0,14.100,,,0,1.250,,,0,207.22516,16.52716,-16.52716,0,0.65200,0.05200,-0.05200,0
HD 37124 d,0,14.000,,,0,1.250,,,0,221.20968,18.75197,-18.75197,0,0.69600,0.05900,-0.05900,0
HD 37605 b,0,13.200,,,0,1.180,,,0,854.96270,95.34900,-95.34900,0,2.69000,0.30000,-0.30000,0
HD 37605 c,0,13.100,,,0,1.170,,,0,1013.87770,120.77540,-120.77540,0,3.19000,0.38000,-0.38000,0
HD 3765 b,0,8.560,,,0,0.764,,,0,54.98431,4.44960,-4.13177,0,0.17300,0.01400,-0.01300,0
HD 38283 b,0,14.000,,,0,1.250,,,0,127.13200,12.71320,-12.71320,0,0.40000,0.04000,-0.04000,0
HD 38529 b,0,14.100,,,0,1.250,,,0,206.58846,17.16273,-18.11622,0,0.65000,0.05400,-0.05700,0
HD 38529 c,0,12.500,,,0,1.110,,,0,3299.05886,325.77412,-280.96031,0,10.38000,1.02500,-0.88400,0
HD 38801 b,0,12.500,,,0,1.110,,,0,3082.31534,182.11659,-186.56621,0,9.69800,0.57300,-0.58700,0
HD 39091 b,0,12.400,,,0,1.100,,,0,3917.23512,378.85146,-439.87452,0,12.32500,1.19200,-1.38400,0
HD 39194 b,0,1.830,,,0,0.163,,,0,4.00000,0.30000,-0.30000,0,0.01259,0.00094,-0.00094,0
HD 39194 c,0,2.390,,,0,0.213,,,0,6.30000,0.50000,-0.50000,0,0.01982,0.00157,-0.00157,0
HD 39194 d,0,1.830,,,0,0.163,,,0,4.00000,0.60000,-0.60000,0,0.01259,0.00189,-0.00189,0
HD 39855 b,0,2.850,,,0,0.254,,,0,8.50000,1.50000,-1.50000,0,0.02674,0.00472,-0.00472,0
HD 40307 b,0,1.830,,,0,0.163,,,0,4.00000,0.80000,-0.70000,0,0.01260,0.00250,-0.00220,0
HD 40307 c,0,2.460,,,0,0.219,,,0,6.60000,1.10000,-1.00000,0,0.02080,0.00350,-0.00310,0
HD 40307 d,0,3.040,,,0,0.272,,,0,9.50000,1.70000,-1.50000,0,0.02990,0.00530,-0.00470,0
HD 40307 f,0,2.130,,,0,0.190,,,0,5.20000,1.50000,-1.60000,0,0.01640,0.00470,-0.00500,0
HD 40956 b,0,13.200,,,0,1.180,,,0,858.14100,190.69800,-190.69800,0,2.70000,0.60000,-0.60000,0
HD 40979 b,0,12.900,,,0,1.150,,,0,1484.26610,108.06220,-108.06220,0,4.67000,0.34000,-0.34000,0
HD 41004 A b,0,13.200,,,0,1.180,,,0,807.25000,235.18000,-235.18000,0,2.54000,0.74000,-0.74000,0
HD 41004 B b,0,12.100,,,0,1.080,,,0,5838.29000,69.92000,-69.92000,0,18.37000,0.22000,-0.22000,0
HD 4113 b,0,13.500,,,0,1.200,,,0,541.26178,12.71314,-18.75188,0,1.70300,0.04000,-0.05900,0
HD 42012 b,0,13.500,,,0,1.210,,,0,508.52800,31.78300,-31.78300,0,1.60000,0.10000,-0.10000,0
HD 4203 b,0,13.300,,,0,1.190,,,0,708.76090,66.74430,-66.74430,0,2.23000,0.21000,-0.21000,0
HD 4203 c,0,13.300,,,0,1.190,,,0,689.66000,165.26000,-165.26000,0,2.17000,0.52000,-0.52000,0
HD 4208 b,0,13.900,,,0,1.240,,,0,257.44230,4.44962,-4.76745,0,0.81000,0.01400,-0.01500,0
HD 42618 b,0,3.890,,,0,0.347,,,0,14.40000,2.50000,-2.40000,0,0.04531,0.00787,-0.00755,0
HD 42813 b,0,3.410,0.046,-0.046,0,0.304,0.004,-0.004,0,9.10000,0.82000,-0.79000,0,0.02863,0.00258,-0.00249,0
HD 4308 b,0,4.120,,,0,0.368,,,0,15.89150,0.00000,0.00000,0,0.05000,0.00000,0.00000,0
HD 4313 b,0,13.400,,,0,1.200,,,0,612.45841,28.60470,-28.60470,0,1.92700,0.09000,-0.09000,0
HD 43197 b,0,14.200,,,0,1.260,,,0,175.75911,16.52708,-15.25576,0,0.55300,0.05200,-0.04800,0
HD 43197 c,0,12.600,,,0,1.120,,,0,2500.67391,559.37800,-508.20762,0,7.86800,1.76000,-1.59900,0
HD 43691 b,0,13.200,,,0,1.180,,,0,810.46650,108.06220,-108.06220,0,2.55000,0.34000,-0.34000,0
HD 44219 b,0,14.100,,,0,1.260,,,0,184.34048,28.60456,-25.42627,0,0.58000,0.09000,-0.08000,0
HD 45184 b,0,3.520,,,0,0.314,,,0,12.19000,1.06000,-1.03000,0,0.03840,0.00330,-0.00320,0
HD 45184 c,0,2.910,,,0,0.260,,,0,8.81000,1.09000,-1.02000,0,0.02770,0.00340,-0.00320,0
HD 45350 b,0,13.500,,,0,1.200,,,0,568.89000,44.49000,-44.49000,0,1.79000,0.14000,-0.14000,0
HD 45364 b,0,9.030,,,0,0.805,,,0,60.16492,1.97054,-2.00232,0,0.18930,0.00620,-0.00630,0
HD 45364 c,0,14.200,,,0,1.260,,,0,174.48780,2.38371,-2.35193,0,0.54900,0.00750,-0.00740,0
HD 45652 b,0,14.300,,,0,1.280,,,0,137.62039,24.15508,-24.15508,0,0.43300,0.07600,-0.07600,0
HD 457 b,0,11.900,,,0,1.070,,,0,8445.33643,5952.29041,-3798.68512,0,26.57200,18.72800,-11.95200,0
HD 46375 b,0,10.000,,,0,0.894,,,0,71.80000,6.00000,-6.00000,0,0.22600,0.01900,-0.01900,0
HD 47186 b,0,5.020,,,0,0.448,,,0,22.24810,0.00000,0.00000,0,0.07000,0.00000,0.00000,0
HD 47186 c,0,13.000,,,0,1.160,,,0,111.42000,,,0,0.35061,,,0
HD 4732 b,0,13.400,,,0,1.190,,,0,631.20722,49.58123,-48.94557,0,1.98600,0.15600,-0.15400,0
HD 4732 c,0,13.100,,,0,1.170,,,0,1069.49259,36.86810,-85.49584,0,3.36500,0.11600,-0.26900,0
HD 47366 b,0,13.400,,,0,1.190,,,0,661.71874,31.46501,-35.91461,0,2.08200,0.09900,-0.11300,0
HD 47366 c,0,13.500,,,0,1.210,,,0,483.73484,22.88365,-22.24799,0,1.52200,0.07200,-0.07000,0
HD 47536 b,0,12.600,,,0,1.130,,,0,2330.00000,750.00000,-750.00000,0,7.32000,2.36000,-2.36000,0
HD 4760 b,0,12.300,,,0,1.100,,,0,4417.83700,762.79200,-762.79200,0,13.90000,2.40000,-2.40000,0
HD 48265 b,0,13.500,,,0,1.210,,,0,484.69075,15.57367,-15.89150,0,1.52500,0.04900,-0.05000,0
HD 48948 b,0,2.060,,,0,0.183,,,0,4.88000,0.21000,-0.21000,0,0.01535,0.00066,-0.00066,0
HD 48948 c,0,2.600,,,0,0.232,,,0,7.27000,0.70000,-0.70000,0,0.02287,0.00220,-0.00220,0
HD 48948 d,0,3.240,,,0,0.289,,,0,10.59000,1.00000,-1.00000,0,0.03332,0.00315,-0.00315,0
HD 4917 b,0,13.500,,,0,1.210,,,0,513.29545,29.24036,-29.24036,0,1.61500,0.09200,-0.09200,0
HD 49674 b,0,6.200,,,0,0.553,,,0,31.78300,3.17830,-3.17830,0,0.10000,0.01000,-0.01000,0
HD 50499 b,0,13.500,,,0,1.200,,,0,519.96988,5.40311,-5.40311,0,1.63600,0.01700,-0.01700,0
HD 50499 c,0,13.200,,,0,1.170,,,0,931.24190,232.01590,-57.20940,0,2.93000,0.73000,-0.18000,0
HD 50554 b,0,12.800,,,0,1.140,,,0,1859.29618,286.04557,-165.27077,0,5.85000,0.90000,-0.52000,0
HD 51608 b,0,3.620,,,0,0.323,,,0,12.77000,1.20000,-1.19000,0,0.04020,0.00380,-0.00370,0
HD 51608 c,0,3.870,,,0,0.346,,,0,14.31000,1.63000,-1.53000,0,0.04500,0.00510,-0.00480,0
HD 52265 b,0,13.700,,,0,1.220,,,0,384.57430,15.89150,-15.89150,0,1.21000,0.05000,-0.05000,0
HD 5278 b,0,2.450,0.050,-0.050,0,0.219,0.004,-0.004,0,7.80000,1.50000,-1.40000,0,0.02454,0.00472,-0.00440,0
HD 5278 c,0,4.490,,,0,0.401,,,0,18.40000,1.80000,-1.90000,0,0.05789,0.00566,-0.00598,0
HD 5319 b,0,13.500,,,0,1.210,,,0,494.54348,13.34886,-13.34886,0,1.55600,0.04200,-0.04200,0
HD 5319 c,0,13.800,,,0,1.230,,,0,334.67499,22.88376,-22.88376,0,1.05300,0.07200,-0.07200,0
HD 55696 b,0,12.900,,,0,1.160,,,0,1357.12730,317.82841,-219.30160,0,4.27000,1.00000,-0.69000,0
HD 5583 b,0,12.800,,,0,1.140,,,0,1837.05740,168.44990,-168.44990,0,5.78000,0.53000,-0.53000,0
HD 5608 b,0,13.700,,,0,1.220,,,0,371.22358,19.70536,-18.11622,0,1.16800,0.06200,-0.05700,0
HD 564 b,0,12.500,,,0,1.120,,,0,104.88000,9.54000,-9.54000,0,0.33000,0.03000,-0.03000,0
HD 56414 b,0,3.710,0.200,-0.200,0,0.331,0.018,-0.018,0,13.30000,,,0,0.04180,,,0
HD 56957 b,0,12.800,,,0,1.140,,,0,1880.90851,915.02798,-1279.57717,0,5.91800,2.87900,-4.02600,0
HD 5891 b,0,12.600,,,0,1.130,,,0,2425.04290,454.49690,-454.49690,0,7.63000,1.43000,-1.43000,0
HD 59686 A b,0,12.700,,,0,1.130,,,0,2199.38360,57.20940,-76.27920,0,6.92000,0.18000,-0.24000,0
HD 60292 b,0,12.700,,,0,1.130,,,0,2065.89500,317.83000,-317.83000,0,6.50000,1.00000,-1.00000,0
HD 60532 b,0,13.800,,,0,1.230,,,0,336.89980,25.42640,-25.42640,0,1.06000,0.08000,-0.08000,0
HD 60532 c,0,13.300,,,0,1.180,,,0,797.75330,50.85280,-50.85280,0,2.51000,0.16000,-0.16000,0
HD 6061 b,0,2.428,0.099,-0.073,0,0.217,0.009,-0.006,0,10.00000,2.50000,-2.50000,0,0.03146,0.00787,-0.00787,0
HD 62364 b,0,12.100,,,0,1.080,,,0,5965.63920,209.76675,-200.23190,0,18.77000,0.66000,-0.63000,0
HD 62509 b,0,13.300,,,0,1.190,,,0,731.00000,140.00000,-140.00000,0,2.30000,0.45000,-0.45000,0
HD 62549 b,0,12.600,,,0,1.120,,,0,2707.58020,665.21486,-330.54154,0,8.51900,2.09300,-1.04000,0
HD 63433 b,0,2.164,0.058,-0.048,0,0.193,0.005,-0.004,0,37.30000,9.60000,-9.60000,0,0.11736,0.03020,-0.03020,0
HD 63433 c,0,2.582,0.057,-0.056,0,0.230,0.005,-0.005,0,17.20000,10.30000,-9.30000,0,0.05412,0.03241,-0.02926,0
HD 63433 d,0,1.073,0.046,-0.044,0,0.096,0.004,-0.004,0,1.25000,,,0,0.00394,,,0
HD 63454 b,0,12.310,,,0,1.098,,,0,79.45750,3.17830,-3.17830,0,0.25000,0.01000,-0.01000,0
HD 63765 b,0,14.200,,,0,1.270,,,0,168.44990,9.53490,-9.53490,0,0.53000,0.03000,-0.03000,0
HD 63935 b,0,2.916,0.093,-0.077,0,0.260,0.008,-0.007,0,10.50000,1.60000,-1.50000,0,0.03304,0.00503,-0.00472,0
HD 63935 c,0,3.065,0.088,-0.079,0,0.273,0.008,-0.007,0,11.10000,2.00000,-1.90000,0,0.03492,0.00629,-0.00598,0
HD 64114 b,0,4.410,,,0,0.393,,,0,17.80000,3.50000,-3.50000,0,0.05600,0.01101,-0.01101,0
HD 64121 b,0,13.200,,,0,1.180,,,0,813.64072,60.38740,-60.38740,0,2.56000,0.19000,-0.19000,0
HD 6434 b,0,14.200,,,0,1.270,,,0,155.73670,12.71320,-12.71320,0,0.49000,0.04000,-0.04000,0
HD 65216 b,0,13.600,,,0,1.220,,,0,411.58985,19.70546,-19.70546,0,1.29500,0.06200,-0.06200,0
HD 65216 c,0,13.400,,,0,1.190,,,0,645.19490,34.96130,-34.96130,0,2.03000,0.11000,-0.11000,0
HD 66141 b,0,12.800,,,0,1.140,,,0,1906.90000,95.30000,-95.30000,0,6.00000,0.30000,-0.30000,0
HD 66428 b,0,12.400,,,0,1.110,,,0,3478.94974,776.13697,-1222.05022,0,10.94600,2.44200,-3.84500,0
HD 66428 c,0,13.500,,,0,1.200,,,0,560.64931,1081.88790,-13.03096,0,1.76400,3.40400,-0.04100,0
HD 67087 b,0,13.100,,,0,1.170,,,0,973.00000,70.00000,-64.00000,0,3.06000,0.22000,-0.20000,0
HD 67087 c,0,12.900,,,0,1.150,,,0,1540.00000,3180.00000,-1150.00000,0,4.85000,10.00000,-3.61000,0
HD 6718 b,0,13.500,,,0,1.200,,,0,533.95440,76.27920,-76.27920,0,1.68000,0.24000,-0.24000,0
HD 68402 b,0,12.600,,,0,1.120,,,0,2510.84442,540.30829,-476.74261,0,7.90000,1.70000,-1.50000,0
HD 6860 b,0,11.900,,,0,1.060,,,0,8981.83078,651.54823,-689.68764,0,28.26000,2.05000,-2.17000,0
HD 68988 b,0,13.400,,,0,1.200,,,0,626.12510,31.78300,-31.78300,0,1.97000,0.10000,-0.10000,0
HD 68988 c,0,12.300,,,0,1.090,,,0,4767.42610,889.91954,-476.74261,0,15.00000,2.80000,-1.50000,0
HD 69123 b,0,13.100,,,0,1.170,,,0,982.08978,197.05361,-92.17024,0,3.09000,0.62000,-0.29000,0
HD 69830 b,0,3.170,,,0,0.283,,,0,10.20000,,,0,0.03210,,,0
HD 69830 c,0,3.460,,,0,0.309,,,0,11.80000,,,0,0.03710,,,0
HD 69830 d,0,4.450,,,0,0.397,,,0,18.10000,,,0,0.05700,,,0
HD 70573 b,0,12.800,,,0,1.140,,,0,1900.00000,130.00000,-130.00000,0,6.10000,0.40000,-0.40000,0
HD 70642 b,0,13.000,,,0,1.160,,,0,1239.53079,92.17024,-85.81367,0,3.90000,0.29000,-0.27000,0
HD 7199 b,0,11.100,,,0,0.993,,,0,85.81410,9.53490,-9.53490,0,0.27000,0.03000,-0.03000,0
HD 72490 b,0,13.500,,,0,1.200,,,0,561.92344,25.42640,-25.42640,0,1.76800,0.08000,-0.08000,0
HD 72659 b,0,13.200,,,0,1.170,,,0,949.67128,821.90426,-31.14718,0,2.98800,2.58600,-0.09800,0
HD 72659 c,0,12.100,,,0,1.080,,,0,5977.08102,1411.79378,-1524.30504,0,18.80600,4.44200,-4.79600,0
HD 72892 b,0,12.800,,,0,1.140,,,0,1737.88573,143.65844,-150.96849,0,5.46800,0.45200,-0.47500,0
HD 73256 c,0,12.200,,,0,1.090,,,0,5085.25451,317.82841,-317.82841,0,16.00000,1.00000,-1.00000,0
HD 73267 b,0,13.000,,,0,1.160,,,0,1321.53052,216.44115,-164.95294,0,4.15800,0.68100,-0.51900,0
HD 73267 c,0,12.800,,,0,1.150,,,0,1630.77756,289.85951,-89.62761,0,5.13100,0.91200,-0.28200,0
HD 73344 b,0,2.884,0.082,-0.072,0,0.257,0.007,-0.006,0,10.48000,,,1,0.03297,,,1
HD 73526 b,0,13.100,,,0,1.170,,,0,978.91640,98.52730,-98.52730,0,3.08000,0.31000,-0.31000,0
HD 73526 c,0,13.300,,,0,1.190,,,0,715.09000,41.32000,-41.32000,0,2.25000,0.13000,-0.13000,0
HD 73534 b,0,13.700,,,0,1.230,,,0,353.42696,18.75197,-18.75197,0,1.11200,0.05900,-0.05900,0
HD 73583 b,0,2.790,0.100,-0.100,0,0.249,0.009,-0.009,0,10.20000,3.40000,-3.10000,0,0.03209,0.01070,-0.00975,0
HD 73583 c,0,2.390,0.100,-0.090,0,0.213,0.009,-0.008,0,9.70000,1.80000,-1.70000,0,0.03052,0.00566,-0.00535,0
HD 74156 b,0,13.500,,,0,1.200,,,0,532.36258,43.22466,-45.44946,0,1.67500,0.13600,-0.14300,0
HD 74156 c,0,12.500,,,0,1.120,,,0,2753.98315,440.19234,-149.37935,0,8.66500,1.38500,-0.47000,0
HD 7449 b,0,12.600,,,0,1.120,,,0,2597.92940,970.96578,-857.81887,0,8.17400,3.05500,-2.69900,0
HD 74698 b,0,5.120,,,0,0.457,,,0,23.00000,3.00000,-3.00000,0,0.07000,0.01000,-0.01000,0
HD 74698 c,0,14.000,,,0,1.240,,,0,126.00000,19.00000,-19.00000,0,0.40000,0.06000,-0.06000,0
HD 75289 b,0,14.200,,,0,1.270,,,0,155.73670,9.53490,-9.53490,0,0.49000,0.03000,-0.03000,0
HD 75302 b,0,12.800,,,0,1.140,,,0,1716.27340,158.91420,-127.13136,0,5.40000,0.50000,-0.40000,0
HD 75784 b,0,13.800,,,0,1.230,,,0,317.83000,44.49620,-44.49620,0,1.00000,0.14000,-0.14000,0
HD 75784 c,0,12.800,,,0,1.140,,,0,1792.56120,228.83760,-228.83760,0,5.64000,0.72000,-0.72000,0
HD 75898 b,0,13.200,,,0,1.180,,,0,810.46244,12.71314,-12.71314,0,2.55000,0.04000,-0.04000,0
HD 75898 c,0,12.600,,,0,1.120,,,0,2698.36318,206.58846,-200.23190,0,8.49000,0.65000,-0.63000,0
HD 76700 b,0,9.600,,,0,0.856,,,0,66.74430,9.53490,-9.53490,0,0.21000,0.03000,-0.03000,0
HD 76920 b,0,13.100,,,0,1.170,,,0,994.80291,130.30965,-136.66622,0,3.13000,0.41000,-0.43000,0
HD 77338 b,0,4.120,,,0,0.368,,,0,15.90000,4.70000,-5.30000,0,0.05000,0.01500,-0.01700,0
HD 77946 b,0,2.896,0.187,-0.142,0,0.258,0.017,-0.013,0,10.90000,1.80000,-1.70000,0,0.03430,0.00566,-0.00535,0
HD 79181 b,0,14.100,,,0,1.260,,,0,203.41018,19.06970,-50.85255,0,0.64000,0.06000,-0.16000,0
HD 7924 b,0,2.400,,,0,0.214,,,0,6.35660,0.00000,0.00000,0,0.02000,0.00000,0.00000,0
HD 7924 c,0,2.720,,,0,0.243,,,0,7.86000,0.73000,-0.71000,0,0.02473,0.00230,-0.00223,0
HD 7924 d,0,2.420,,,0,0.216,,,0,6.44000,0.79000,-0.78000,0,0.02026,0.00249,-0.00245,0
HD 79498 b,0,13.600,,,0,1.220,,,0,425.89220,66.74430,-66.74430,0,1.34000,0.21000,-0.21000,0
HD 80606 b,0,11.994,0.336,-0.336,0,1.070,0.030,-0.030,0,1392.09540,235.19420,-235.19420,0,4.38000,0.74000,-0.74000,0
HD 80653 b,0,1.613,0.071,-0.071,0,0.144,0.006,-0.006,0,5.72000,0.36000,-0.35000,0,0.01800,0.00113,-0.00110,0
HD 80869 b,0,12.800,,,0,1.150,,,0,1609.80088,809.82678,-179.57305,0,5.06500,2.54800,-0.56500,0
HD 80883 b,0,12.800,,,0,1.140,,,0,1748.05624,390.92894,-335.62680,0,5.50000,1.23000,-1.05600,0
HD 80913 b,0,12.000,,,0,1.070,,,0,7505.20000,1142.27529,-1227.13548,0,23.61400,3.59400,-3.86100,0
HD 81040 b,0,12.600,,,0,1.130,,,0,2393.24790,10.17051,-10.17051,0,7.53000,0.03200,-0.03200,0
HD 81688 b,0,13.500,,,0,1.200,,,0,525.68819,17.16273,-17.48056,0,1.65400,0.05400,-0.05500,0
HD 81817 b,0,12.000,,,0,1.070,,,0,7668.56380,3097.87348,-219.61943,0,24.12800,9.74700,-0.69100,0
HD 81817 c,0,12.000,,,0,1.070,,,0,7185.78245,590.84301,-596.24609,0,22.60900,1.85900,-1.87600,0
